ID,CommentsAssociated,CommentsAssociatedLabel
2055,/** * Sets the {@link KafkaRecordDeserializationSchema deserializer} of the {@link * org.apache.kafka.clients.consumer.ConsumerRecord ConsumerRecord} for KafkaSource. * * @param recordDeserializer the deserializer for Kafka {@link *     org.apache.kafka.clients.consumer.ConsumerRecord ConsumerRecord}. * @return this KafkaSourceBuilder. */,0
19722,/** * Backtraces the head of an operator chain. */,0
5226,// noop this is only for annotation testing purposes,0
4605,"/** * Get the index of the layer having the specified name, or -1 if no such layer exists. */",0
4761,// TODO optimize,1
6177,/* removeCallback= */[[SEP]]/* startKey= */[[SEP]]/* startKey= */[[SEP]]/* startKey= */,0
1219,/** * Return all base cells */,0
2860,"/** * Aggregates documents according to the specified map-reduce function. * * @param clientSession the client session with which to associate this operation * @param mapFunction A JavaScript function that associates or ""maps"" a value with a key and emits the key and value pair. * @param reduceFunction A JavaScript function that ""reduces"" to a single object all the values associated with a particular *        key. * @param clazz the class to decode each resulting document into. * @param options The map reduce options configuring process and result. * @param <D> the target document type of the iterable. * @return a {@link Multi} containing the result of the map-reduce operation */",0
18197,/** * Tests that repeated remote {@link PartitionNotFoundException}s ultimately fail the receiver. */[[SEP]]// Remote location (on the same TM though) for the partition,0
7932,"/** * Returns parameter injectors, or {@code null} if there are no parameters. */[[SEP]]// rethrown below",0
3362,"/** * Delete all entities of this type matching the given query, with named parameters. * * WARNING: the default implementation of this method uses a bulk delete query and ignores * cascading rules from the JPA model. * * @param query a {@link io.quarkus.hibernate.orm.panache query string} * @param params {@link Map} of named parameters * @return the number of entities deleted. * @see #deleteAll() * @see #delete(String, Object...) * @see #delete(String, Parameters) */",0
5074,// CONTEXTS,0
2224,/** * Filters the source values on each 'rail' and * handles errors based on the given {@link ParallelFailureHandling} enumeration value. * <p> * Note that the same predicate may be called from multiple threads concurrently. * <dl> *  <dt><b>Backpressure:</b></dt> *  <dd>The operator is a pass-through for backpressure and the behavior *  is determined by the upstream and downstream rail behaviors.</dd> *  <dt><b>Scheduler:</b></dt> *  <dd>{@code filter} does not operate by default on a particular {@link Scheduler}.</dd> * </dl> * <p>History: 2.0.8 - experimental * @param predicate the function returning {@code true} to keep a value or {@code false} to drop a value * @param errorHandler the enumeration that defines how to handle errors thrown *                     from the {@code predicate} * @return the new {@code ParallelFlowable} instance * @throws NullPointerException if {@code predicate} or {@code errorHandler} is {@code null} * @since 2.2 */,0
21624,"// TODO: once RollupSearchAction is changed from indices:admin* to indices:data/read/* this branch is not needed[[SEP]]// This can happen if all the indices the datafeed is searching are deleted after it started.// Note that unlike the scrolled data summary method above we cannot check for this situation// by checking for zero hits, because aggregations that work on rollups return zero hits even// when they retrieve data.",1
11682,// Mocking ExecutorService is forbidden there. TODO(b/218700094): Don't mock.,1
2407,"// XXX: This should be removed when the client protocol is improved, so that we don't need to hold onto so much query history",1
12414,"// the top value is missing in this shard, the comparison is against// the insertion point of the top value so equality means that the value// is ""after"" the insertion point.",0
16189,"/** * Creates a deep copy of the first state object in the given collection, or null if the * collection is empy. */",0
9394,"// Assume audio decoders are software only.[[SEP]]// App Runtime for Chrome (ARC) codecs[[SEP]]// Estimate whether a codec is software-only, to emulate isSoftwareOnly on API < 29.",0
4555,/** * Selects all file contents in editor */,0
13980,"/** * Fills the hole at {@code index} by moving in the least of its grandchildren to this position, * then recursively filling the new hole created. * * @return the position of the new hole (where the lowest grandchild moved from, that had no *     grandchild to replace it) */",0
24898,"// verify table is an insert-only (append-only) table[[SEP]]// In case of table to DataStream through// StreamTableEnvironment#toAppendStream/toRetractStream,// we insert a DataStreamTableSink that wraps the given DataStream as a LogicalSink. It// is no real table sink, so we just need translate its input to Transformation.",0
2251,"// TODO: Do we need to check the end of stream if reaching the end watermark// TODO: Currently, if one of the partition sends an end-of-stream signal the fetcher// stops running.// The current ""ending of stream"" logic in KafkaFetcher a bit strange: if any partition// has a record// signaled as ""END_OF_STREAM"", the fetcher will stop running. Notice that the signal is// coming from// the deserializer, which means from Kafka data itself. But it is possible that other// topics// and partitions still have data to read. Finishing reading Partition0 can not// guarantee that Partition1// also finishes.[[SEP]]// timestamp is inherent from upstream// If using ProcessTime, timestamp is going to be ignored (upstream does not include// timestamp as well)// If using IngestionTime, timestamp is going to be overwritten// If using EventTime, timestamp is going to be used",1
5828,// TODO: do we really want to sleep for 10 seconds?[[SEP]]// the ver >NUL is to reset ERRORLEVEL so we don't fail (ping causes the error),1
4269,/** * Saves the given Fingerprint as XML inside file. */[[SEP]]// JENKINS-16301: fast path for the common case.[[SEP]]// TODO(oleg_nenashev): Consider renaming the field: https://issues.jenkins.io/browse/JENKINS-25808[[SEP]]// Slower fallback that can persist facets.,1
14806,// Avoid the O(V) (V is the number of vertices in the topology) sorting// complexity if the given set of regions is small enough,0
16742,"/** * Creates a new {@code ListenableFuture} whose value is a list containing the values of all its * successful input futures. The list of results is in the same order as the input list, and if * any of the provided futures fails or is canceled, its corresponding position will contain * {@code null} (which is indistinguishable from the future having a successful value of {@code * null}). * * <p>The list of results is in the same order as the input list. * * <p>This differs from {@link #allAsList(ListenableFuture[])} in that it's tolerant of failed * futures for any of the items, representing them as {@code null} in the result list. * * <p>Canceling this future will attempt to cancel all the component futures. * * @param futures futures to combine * @return a future that provides a list of the results of the component futures * @since 10.0 */[[SEP]]/*     * Another way to express this signature would be to bound <V> by @NonNull and accept     * LF<? extends @Nullable V>. That might be better: There's currently no difference between the     * outputs users get when calling this with <Foo> and calling it with <@Nullable Foo>. The only     * difference is that calling it with <Foo> won't work when an input Future has a @Nullable     * type. So why even make that error possible by giving callers the choice?     *     * On the other hand, the current signature is consistent with the similar allAsList method. And     * eventually this method may go away entirely in favor of an API like     * whenAllComplete().collectSuccesses(). That API would have a signature more like the current     * one.     */",1
